date,at_code,Maximum Relative Humidity,Minimum Relative Humidity,Maximum Temperature,Minimum Temperature,daily_diff_temp,daily_diff_hum,maximum_temperature_change,minimum_temperature_change,maximum_relative_humidity_change,minimum_relative_humidity_change
2010-01-12,AT07,100.0,5.0,7.8,-12.0,19.8,95.0,0.0,-0.8999999999999999,0.0,0.0
2010-01-12,AT08,100.0,54.0,10.0,-6.0,16.0,46.0,1.5,2.5,-2.0,-30.0
2010-01-13,AT01,100.0,35.0,15.1,0.2,14.9,65.0,-1.7000000000000028,0.5,2.0,2.0
2010-01-13,AT02,100.0,23.0,15.1,-7.0,22.1,77.0,-0.29999999999999716,-0.7000000000000002,0.0,30.0
2010-01-13,AT03,100.0,33.0,16.6,-0.5,17.1,67.0,5.0,2.4000000000000004,-6.0,-18.0
2010-01-13,AT04,99.0,29.0,17.2,0.5,16.7,70.0,1.8999999999999986,-2.8000000000000003,2.0,-3.0
2010-01-13,AT05,100.0,47.0,13.7,-1.2,14.899999999999999,53.0,1.6999999999999993,1.1,-2.0,-6.0
2010-01-13,AT06,100.0,30.0,12.0,-1.4,13.4,70.0,-9.899999999999999,-1.2999999999999998,6.0,26.0
2010-01-13,AT07,100.0,41.0,10.2,-9.8,20.0,59.0,0.3999999999999986,-0.8000000000000003,0.0,2.0
2010-01-13,AT08,99.0,36.0,15.3,-0.2,15.5,63.0,0.5,1.4,-4.0,-17.0
2010-01-14,AT01,100.0,50.0,16.1,2.7,13.400000000000002,50.0,2.8000000000000007,-1.1999999999999997,2.0,-1.0
2010-01-14,AT02,100.0,47.0,17.4,-6.2,23.599999999999998,53.0,0.0,1.6999999999999997,-3.0,-1.0
2010-01-14,AT03,100.0,48.0,13.5,1.4,12.1,52.0,1.6000000000000014,-0.3999999999999999,1.0,2.0
2010-01-14,AT04,100.0,39.0,16.3,0.6,15.700000000000001,61.0,-1.6000000000000014,1.5000000000000004,4.0,5.0
2010-01-14,AT05,100.0,57.0,11.8,2.7,9.100000000000001,43.0,4.899999999999999,0.8999999999999995,0.0,-1.0
2010-01-14,AT06,100.0,45.0,11.7,-1.3,13.0,55.0,0.10000000000000142,0.10000000000000053,0.0,-5.0
2010-01-14,AT07,100.0,44.0,9.5,-7.4,16.9,56.0,2.1000000000000014,0.2999999999999998,0.0,-1.0
2010-01-14,AT08,100.0,57.0,13.9,2.0,11.9,43.0,-6.600000000000001,0.5999999999999996,-1.0,2.0
2010-01-15,AT01,98.0,28.0,18.0,-0.5,18.5,70.0,2.3000000000000007,0.7999999999999998,-2.0,8.0
2010-01-15,AT02,100.0,6.0,17.0,-7.3,24.3,94.0,2.8000000000000007,-0.7999999999999998,1.0,-3.0
2010-01-15,AT03,99.0,34.0,16.7,-1.7,18.4,65.0,2.0,2.3999999999999995,2.0,0.0
2010-01-15,AT04,97.0,27.0,16.7,-0.2,16.9,70.0,1.6999999999999993,0.6000000000000014,-6.0,-10.0
2010-01-15,AT05,97.0,40.0,15.0,-0.7,15.7,57.0,-3.1000000000000014,-1.0,2.0,5.0
2010-01-15,AT06,98.0,13.0,14.4,-2.5,16.9,85.0,1.5,-0.9000000000000004,0.0,-7.0
2010-01-15,AT07,100.0,5.0,13.9,-10.1,24.0,95.0,-0.6999999999999993,-0.7000000000000002,2.0,3.0
2010-01-15,AT08,95.0,29.0,18.2,-0.3,18.5,66.0,-2.0,0.5,1.0,-1.0
2010-01-16,AT01,97.0,38.0,15.8,-1.0,16.8,59.0,-1.5,1.1000000000000005,1.0,15.0
2010-01-16,AT02,100.0,10.0,14.0,-3.4,17.4,90.0,-0.1999999999999993,-1.1000000000000005,0.0,3.0
2010-01-16,AT03,100.0,37.0,16.7,-1.0,17.7,63.0,-8.8,-4.7,0.0,31.0
2010-01-16,AT04,98.0,26.0,15.2,0.8,14.399999999999999,72.0,-0.5,-1.9,0.0,-16.0
2010-01-16,AT05,97.0,46.0,12.8,-0.9,13.700000000000001,51.0,6.300000000000001,1.0,0.0,-24.0
2010-01-16,AT06,99.0,19.0,14.1,-2.9,17.0,80.0,-2.1999999999999993,1.4,0.0,10.0
2010-01-16,AT07,100.0,10.0,11.1,-5.9,17.0,90.0,1.7999999999999972,1.0,0.0,-5.0
2010-01-16,AT08,97.0,43.0,15.7,-0.9,16.599999999999998,54.0,3.3000000000000007,1.7000000000000002,0.0,1.0
2010-01-17,AT01,100.0,71.0,13.2,5.0,8.2,29.0,-0.5,2.3999999999999995,0.0,7.0
2010-01-17,AT02,100.0,9.0,13.7,-3.3,17.0,91.0,3.8000000000000007,-0.39999999999999947,-2.0,-14.0
2010-01-17,AT03,100.0,62.0,14.8,3.2,11.600000000000001,38.0,-1.6999999999999993,0.7000000000000002,-1.0,-6.0
2010-01-17,AT04,100.0,49.0,15.9,3.3,12.600000000000001,51.0,-3.400000000000002,-2.6000000000000005,3.0,22.0
2010-01-17,AT05,98.0,72.0,12.5,3.6,8.9,26.0,0.20000000000000284,-2.5,0.0,-6.0
2010-01-17,AT06,98.0,57.0,11.8,1.8,10.0,41.0,-3.5,-0.19999999999999973,0.0,8.0
2010-01-17,AT07,100.0,10.0,10.5,-5.8,16.3,90.0,4.899999999999999,-1.0,-2.0,-27.0
2010-01-17,AT08,100.0,62.0,13.9,5.9,8.0,38.0,-0.8000000000000007,0.7999999999999998,0.0,-2.0
2010-01-18,AT01,100.0,70.0,12.2,4.2,7.999999999999999,30.0,0.6000000000000014,2.1,0.0,7.0
2010-01-18,AT02,100.0,8.0,15.4,-5.3,20.7,92.0,2.6999999999999993,-0.2999999999999998,0.0,1.0
2010-01-18,AT03,100.0,71.0,13.2,0.4,12.799999999999999,29.0,-1.1000000000000014,1.7999999999999998,1.0,-1.0
2010-01-18,AT04,100.0,70.0,13.4,2.9,10.5,30.0,1.5,-0.7000000000000002,-1.0,0.0
2010-01-18,AT05,98.0,60.0,14.3,3.5,10.8,38.0,3.8000000000000007,2.0,0.0,-1.0
2010-01-18,AT06,100.0,64.0,13.6,-0.3,13.9,36.0,-3.5,1.3999999999999995,-2.0,9.0
2010-01-18,AT07,100.0,4.0,12.9,-6.2,19.1,96.0,0.1999999999999993,-2.0999999999999996,2.0,-11.0
2010-01-18,AT08,100.0,72.0,13.6,5.7,7.8999999999999995,28.0,2.700000000000003,0.10000000000000053,1.0,-4.0
2010-01-19,AT01,100.0,82.0,12.0,3.9,8.1,18.0,-0.3000000000000007,0.5,-6.0,2.0
2010-01-19,AT02,99.0,9.0,10.7,-4.5,15.2,90.0,0.8999999999999986,0.4999999999999991,5.0,3.0
2010-01-19,AT03,100.0,69.0,14.3,2.1,12.200000000000001,31.0,-3.1999999999999993,1.9000000000000004,0.0,10.0
2010-01-19,AT04,100.0,70.0,13.3,3.5,9.8,30.0,0.3000000000000007,0.09999999999999964,0.0,5.0
2010-01-19,AT05,99.0,73.0,13.8,4.1,9.700000000000001,26.0,0.09999999999999787,-0.6999999999999993,0.0,-9.0
2010-01-19,AT06,100.0,75.0,10.5,-0.9,11.4,25.0,1.8000000000000007,-0.40000000000000036,0.0,2.0
2010-01-19,AT07,100.0,14.0,12.3,-6.2,18.5,86.0,3.6999999999999993,2.5999999999999996,0.0,-4.0
2010-01-19,AT08,100.0,85.0,12.4,5.4,7.0,15.0,-5.599999999999998,-1.1999999999999993,0.0,10.0
2010-01-20,AT01,100.0,54.0,16.3,2.6,13.700000000000001,46.0,-0.5,1.6999999999999993,0.0,6.0
2010-01-20,AT02,100.0,17.0,14.0,-7.3,21.3,83.0,4.199999999999999,-2.6999999999999993,0.0,-18.0
2010-01-20,AT03,100.0,33.0,18.6,2.1,16.5,67.0,-0.1999999999999993,0.40000000000000036,-1.0,-5.0
2010-01-20,AT04,100.0,36.0,18.7,2.3,16.4,64.0,2.8000000000000007,2.4000000000000004,-1.0,1.0
2010-01-20,AT05,100.0,38.0,16.2,0.8,15.399999999999999,62.0,-7.600000000000001,0.5,1.0,7.0
2010-01-20,AT06,100.0,32.0,14.4,-0.5,14.9,68.0,3.0,-1.1000000000000014,1.0,11.0
2010-01-20,AT07,100.0,25.0,11.0,-9.4,20.4,75.0,0.3999999999999986,-0.5,0.0,-10.0
2010-01-20,AT08,100.0,43.0,18.2,1.7,16.5,57.0,-5.0,1.0,1.0,32.0
2010-01-21,AT01,100.0,35.0,15.6,0.3,15.299999999999999,65.0,2.900000000000002,-0.5,1.0,-29.0
2010-01-21,AT02,100.0,8.0,15.8,-7.6,23.4,92.0,-2.0,-3.5,-1.0,12.0
2010-01-21,AT03,100.0,35.0,16.0,-1.3,17.3,65.0,2.6999999999999993,0.20000000000000107,0.0,-18.0
2010-01-21,AT04,97.0,31.0,17.3,0.7,16.6,66.0,0.0,1.1999999999999993,-1.0,4.0
2010-01-21,AT05,98.0,48.0,13.9,-2.1,16.0,50.0,-1.1000000000000014,-0.29999999999999893,1.0,0.0
2010-01-21,AT06,100.0,33.0,14.0,-2.9,16.9,67.0,-0.8999999999999986,0.0,0.0,1.0
2010-01-21,AT07,100.0,7.0,12.3,-10.0,22.3,93.0,0.6000000000000014,-0.40000000000000036,-1.0,-5.0
2010-01-21,AT08,98.0,38.0,16.1,0.2,15.900000000000002,60.0,-0.3000000000000007,-0.7000000000000011,0.0,11.0
2010-01-22,AT01,98.0,24.0,16.4,-1.3,17.7,74.0,4.099999999999998,0.9000000000000004,0.0,-12.0
2010-01-22,AT02,100.0,17.0,16.5,-3.4,19.9,83.0,-2.3999999999999986,0.5999999999999996,1.0,6.0
2010-01-22,AT03,100.0,41.0,16.6,0.3,16.3,59.0,0.3000000000000007,-1.5,1.0,-20.0
2010-01-22,AT04,99.0,40.0,17.1,-0.6,17.700000000000003,59.0,-0.6000000000000014,-1.299999999999999,0.0,8.0
2010-01-22,AT05,100.0,54.0,13.2,-2.4,15.6,46.0,-1.0,-0.20000000000000018,-2.0,16.0
2010-01-22,AT06,100.0,23.0,14.5,-2.9,17.4,77.0,2.8000000000000007,1.9999999999999991,1.0,0.0
2010-01-22,AT07,99.0,20.0,13.9,-5.8,19.7,79.0,1.1999999999999993,2.8000000000000007,-1.0,-16.0
2010-01-22,AT08,99.0,40.0,15.9,-1.1,17.0,59.0,2.6000000000000014,0.0,-5.0,-5.0
2010-01-23,AT01,98.0,53.0,13.5,-1.3,14.8,45.0,1.1999999999999993,1.0999999999999996,-1.0,3.0
2010-01-23,AT02,100.0,47.0,13.7,-3.2,16.9,53.0,-0.29999999999999716,1.700000000000001,-1.0,-1.0
2010-01-23,AT03,100.0,48.0,13.2,-0.8,14.0,52.0,1.5,0.6999999999999993,7.0,1.0
2010-01-23,AT04,99.0,61.0,13.0,0.5,12.5,38.0,0.6999999999999957,-1.0999999999999996,0.0,-1.0
2010-01-23,AT05,98.0,61.0,11.7,-2.7,14.399999999999999,37.0,-1.1000000000000014,0.1999999999999993,0.0,3.0
2010-01-23,AT06,99.0,37.0,9.7,-3.3,13.0,62.0,1.8000000000000043,1.3000000000000007,-1.0,-5.0
2010-01-23,AT07,99.0,24.0,12.4,-6.2,18.6,75.0,-1.7000000000000028,-1.5,1.0,7.0
2010-01-23,AT08,100.0,60.0,13.8,-1.2,15.0,40.0,-1.3999999999999986,-1.0999999999999996,0.0,-1.0
2010-01-24,AT01,100.0,49.0,15.3,2.5,12.8,51.0,2.0,1.3999999999999986,0.0,3.0
2010-01-24,AT02,100.0,54.0,14.6,-5.5,20.1,46.0,-0.3999999999999986,0.5,0.0,1.0
2010-01-24,AT03,100.0,51.0,15.1,1.1,14.0,49.0,-2.6000000000000014,0.9000000000000004,0.0,-1.0
2010-01-24,AT04,98.0,52.0,14.5,-0.1,14.6,46.0,3.3999999999999986,-1.799999999999999,0.0,3.0
2010-01-24,AT05,96.0,56.0,13.0,2.4,10.6,40.0,1.3999999999999986,2.3000000000000007,-1.0,-2.0
2010-01-24,AT06,98.0,54.0,12.2,-0.6,12.799999999999999,44.0,-2.0,0.8999999999999986,0.0,2.0
2010-01-24,AT07,100.0,51.0,10.6,-7.5,18.1,49.0,-0.3999999999999986,-1.0999999999999996,2.0,-12.0
2010-01-24,AT08,99.0,45.0,15.9,3.7,12.2,54.0,1.7000000000000028,-0.8000000000000007,-3.0,6.0
2010-01-25,AT01,100.0,38.0,11.6,-0.4,12.0,62.0,2.1000000000000014,0.5999999999999996,-1.0,-10.0
2010-01-25,AT02,100.0,30.0,12.6,-8.7,21.299999999999997,70.0,-4.0,-0.7999999999999989,-1.0,6.0
2010-01-25,AT03,100.0,65.0,11.1,-1.3,12.4,35.0,0.09999999999999432,0.09999999999999964,3.0,13.0
2010-01-25,AT04,98.0,53.0,10.1,-2.5,12.6,45.0,-1.8999999999999986,0.09999999999999964,0.0,9.0
2010-01-25,AT05,100.0,70.0,8.4,-2.4,10.8,30.0,1.1000000000000014,-0.09999999999999964,0.0,-15.0
2010-01-25,AT06,100.0,60.0,8.1,-3.1,11.2,40.0,1.1000000000000014,0.8000000000000007,1.0,3.0
2010-01-25,AT07,100.0,6.0,7.7,-11.0,18.7,94.0,1.5,0.3000000000000007,-1.0,-4.0
2010-01-25,AT08,100.0,70.0,10.2,-0.8,11.0,30.0,-2.3000000000000043,0.09999999999999787,1.0,6.0
2010-01-26,AT01,97.0,31.0,13.7,-2.0,15.7,66.0,2.1000000000000014,-0.29999999999999893,0.0,-7.0
2010-01-26,AT02,100.0,5.0,12.6,-12.6,25.2,95.0,-2.799999999999997,-1.9000000000000004,-2.0,1.0
2010-01-26,AT03,100.0,49.0,11.9,-3.9,15.8,51.0,-1.6000000000000014,2.0,1.0,18.0
2010-01-26,AT04,99.0,42.0,11.7,-3.7,15.399999999999999,57.0,1.7000000000000028,-1.6999999999999993,1.0,-24.0
2010-01-26,AT05,100.0,65.0,7.9,-3.3,11.2,35.0,-3.3000000000000043,-1.0,-5.0,6.0
2010-01-26,AT06,100.0,24.0,11.2,-3.8,15.0,76.0,1.4000000000000021,0.1999999999999993,5.0,-2.0
2010-01-26,AT07,100.0,4.0,9.0,-14.0,23.0,96.0,1.9000000000000021,-0.3000000000000007,0.0,-2.0
2010-01-26,AT08,100.0,41.0,14.7,-2.1,16.8,59.0,0.5,0.40000000000000036,-1.0,2.0
2010-01-27,AT01,100.0,33.0,13.4,-3.6,17.0,67.0,1.7999999999999972,0.5,0.0,4.0
2010-01-27,AT02,98.0,10.0,13.0,-14.8,27.8,88.0,-2.5,0.40000000000000036,1.0,6.0
2010-01-27,AT03,100.0,36.0,13.1,-6.8,19.9,64.0,-3.8000000000000007,0.1999999999999993,0.0,17.0
2010-01-27,AT04,95.0,43.0,10.2,-6.1,16.299999999999997,52.0,1.1999999999999993,0.0,0.0,-10.0
2010-01-27,AT05,100.0,53.0,8.3,-4.6,12.9,47.0,2.3000000000000043,0.40000000000000036,0.0,-6.0
2010-01-27,AT06,100.0,28.0,10.9,-5.9,16.8,72.0,-0.8000000000000043,-2.5,0.0,2.0
2010-01-27,AT07,98.0,7.0,9.7,-15.8,25.5,91.0,-1.2999999999999972,1.5999999999999996,0.0,-3.0
2010-01-27,AT08,99.0,40.0,12.9,-4.3,17.2,59.0,-0.8000000000000007,-0.1999999999999993,0.0,5.0
2010-01-28,AT01,95.0,14.0,12.6,-3.1,15.7,81.0,0.8000000000000007,-0.40000000000000036,0.0,-3.0
2010-01-28,AT02,100.0,9.0,13.5,-5.5,19.0,91.0,0.0,-0.5999999999999996,1.0,-6.0
2010-01-28,AT03,98.0,33.0,12.1,-6.6,18.7,65.0,3.6000000000000014,-0.5999999999999996,-1.0,1.0
2010-01-28,AT04,96.0,28.0,12.5,-6.2,18.7,68.0,0.19999999999999574,1.5,-1.0,-12.0
2010-01-28,AT05,100.0,44.0,11.3,-5.7,17.0,56.0,1.5,2.0999999999999996,-1.0,3.0
2010-01-28,AT06,100.0,16.0,8.9,-5.6,14.5,84.0,-5.0,-1.5999999999999996,1.0,7.0
2010-01-28,AT07,99.0,5.0,11.5,-9.4,20.9,94.0,1.2000000000000028,1.700000000000001,1.0,2.0
2010-01-28,AT08,99.0,38.0,12.4,-5.6,18.0,61.0,-0.7000000000000028,-2.5000000000000018,0.0,3.0
2010-01-29,AT01,99.0,39.0,13.0,-2.2,15.2,60.0,-3.599999999999998,-0.5999999999999996,0.0,9.0
2010-01-29,AT02,98.0,39.0,13.5,-7.1,20.6,59.0,-0.6000000000000014,-1.5999999999999996,1.0,-11.0
